,reviewer_id,store_name,category,store_address,latitude ,longitude,rating_count,review_time,review,rating
15097,15098,McDonald's,Fast food restaurant,"111 Madison St, Oak Park, IL 60302, United States",41.8796564,-87.7779131,"1,454",5 years ago,Guy at the window needs to be fired!,1 star
12392,12393,McDonald's,Fast food restaurant,"1044 US-11, Champlain, NY 12919, United States",44.9814099,-73.4598199,"1,306",4 years ago,Fast and cheap.,4 stars
6401,6402,McDonald's,Fast food restaurant,"490 8th Ave, New York, NY 10001, United States",40.7525294,-73.9928762,"3,902",5 years ago,I won't be visiting my local MacDonalds again after finding out about the awful conditions that their chickens endure. They are bread to grow so large that they are crippled under their own weight and live a life of pain and suffering. #ImNotLovinIt,1 star
18521,18522,McDonald's,Fast food restaurant,"1100 N US Hwy 377, Roanoke, TX 76262, United States",33.0093179,-97.2229254,998,5 years ago,My grandson's favorite place,5 stars
10467,10468,McDonald's,Fast food restaurant,"690 Alameda St, Los Angeles, CA 90021, United States",34.0352699,-118.2382063,"2,614",4 years ago,This McDonald's is inside Wal-Mart. Quick and friendly customer service for an iced coffee.,5 stars
11377,11378,McDonald's,Fast food restaurant,"1121 Garnet Ave, San Diego, CA 92109, United States",32.7976607,-117.2494697,"1,159",5 years ago,"It's not open 24 hours anymore.. Closes about 2pm and reopens at 5am.. Place has gotten better since remodel but still has some issues like it always seems short staffed, worthless bums still using drugs in the restroom and vagrants loitering outside..",2 stars
10877,10878,McDonald's,Fast food restaurant,"1650 Washington Ave, Miami Beach, FL 33139, United States",25.7902955,-80.1320774,"4,922",8 years ago,"A true rip off! They automatically upgrade you for a large meal without asking you anything! I didn't realize right away. When I went back to the register, the girl said that's how it was if you don't specify you want a regular meal... Where else have you seen that??? She didn't apologize or offer me to refund the difference or anything... I asked to talk to a manager and she said she was the manager!!! Waow what a customer service! Anyway it's not for how much extra you pay it's just the fact that Mac Donald is a big corporation and shouldn't allow that kind of policy because the place is packed of tourists and staff take advantage of it. It's unbelievable to treat customer that way!",1 star
6089,6090,McDonald's,Fast food restaurant,"490 8th Ave, New York, NY 10001, United States",40.7525294,-73.9928762,"3,902",2 months ago,"My girlfriend and her friends visited this establishment on 04/16/23 at around 12:50AM. An African American worker in a grey shirt (Male) with braided hair was incredibly racist to her and her friends, using an Asian accent when talking to them. He was originally on the side and took over the register from one of his coworkers on purpose with the intent of being completely racist to them. He spoke with an Asian accent ridiculing their race and telling them he can serve them for an extra $5.00. While this was happening, all of the other employees laughed and egged him on. My girlfriend and her friends felt very unsafe, especially late at night. We will try filing a police report today with the local precinct and hope this employee faces consequences.",1 star
18470,18471,McDonald's,Fast food restaurant,"1100 N US Hwy 377, Roanoke, TX 76262, United States",33.0093179,-97.2229254,998,2 years ago,It's McDonald's food was ok,3 stars
22747,22748,McDonald's,Fast food restaurant,2476 Kalï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,,,"2,175",4 years ago,"I never eat at McDonald's on vacation, except when there's Spam!",4 stars
19703,19704,McDonald's,Fast food restaurant,"621 Broadway, Newark, NJ 07104, United States",40.7719101,-74.1614754,"1,564",4 years ago,Good,4 stars
25471,25472,McDonald's,Fast food restaurant,"632 S R L Thornton Freeway Service Rd, Dallas, TX 75203, United States",32.7445961,-96.8122859,"2,657",5 years ago,"This McDonald's is by the Dallas zoo.  Kids were hungry after the Christmas lights at night event at the zoo.   Went there and found it alright. Service was relative quick but the store itself was quite dirty. Play place looked like it hasn't been wiped, and most likely haven't been sanitized. Bathrooms needed fixing and also dirty.  Hope management can quickly fix since parents want to come by for it's convenient location next to the zoo",3 stars
10422,10423,McDonald's,Fast food restaurant,"690 Alameda St, Los Angeles, CA 90021, United States",34.0352699,-118.2382063,"2,614",a year ago,Didn't get no ketchup. Who eats fresh fries with no ketchup,3 stars
19505,19506,McDonald's,Fast food restaurant,"621 Broadway, Newark, NJ 07104, United States",40.7719101,-74.1614754,"1,564",3 years ago,The place is clean an safe place to go.,4 stars
27454,27455,McDonald's,Fast food restaurant,"1100 N US Hwy 377, Roanoke, TX 76262, United States",33.0093179,-97.2229254,999,5 years ago,Very disappointed with this McDonald's! I ordered a crispy buttermilk chicken sandwich meal and supersize my order when I drove uo to the window I paid my total and then I sat there waiting for about 5 minutes so I said to myself maybe they're cooking a fresh chicken so I didn't mind the wait. Well when I got home I took the first bite on the sandwich and let me tell you THAT CHICKEN HAD BEEN SEATING ON THE HEAT PAN FOR A VERY LONG TIME BECAUSE IT WAS LITERALLY HARD LIKE A ROCK AND IT WAS NOT JUICY AT ALL IT WAS VERY DRY! and then the fries that I got were overcooked every single one of them were burnt!,1 star
21364,21365,McDonald's,Fast food restaurant,"By Mandalay Bay, 3999 S Las Vegas Blvd, Las Vegas, NV 89119, United States",36.0902437,-115.1758223,"2,365",4 years ago,Always leaving off specified add-ons or ignoring substitutions even with display screen& reciting orderï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,1 star
3533,3534,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",3 years ago,Nice,5 stars
5827,5828,McDonald's,Fast food restaurant,"262 Canal St, New York, NY 10013, United States",40.7185138,-74.0011677,"3,196",2 months ago,Staff were extremely rude. Yelling at us to order at the kiosk even though we told them we only had cash.,2 stars
23505,23506,McDonald's,Fast food restaurant,"5725 W Irlo Bronson Memorial Hwy, Kissimmee, FL 34746, United States",28.3335081,-81.5137384,"5,566",3 years ago,The lady at the drive-thru was extremely rood and they messed up my big Mac I was missing two cheeseburgers and my 10-piece nugget only had seven nuggets,1 star
33203,33204,McDonald's,Fast food restaurant,"3501 Biscayne Blvd, Miami, FL 33137, United States",25.8099996,-80.1890981,"2,810",5 years ago,Typical,1 star
9741,9742,McDonald's,Fast food restaurant,"1916 M St NW, Washington, DC 20036, United States",38.9054561,-77.0442355,"1,269",6 years ago,Its okay for a McDonald's.,4 stars
31248,31249,McDonald's,Fast food restaurant,"632 S R L Thornton Freeway Service Rd, Dallas, TX 75203, United States",32.7445961,-96.8122859,"2,658",7 years ago,"Very nice fancy ""CLEAN"" restrooms, that's a plus! Very clean lobby area and nice play area for children, just no hooks on the restroom doors to hang our coat, jacket or purse. Overall it's a well managed McDonald's compared to others I seen. :) A-1 rating I also love the Dallas Zoo theme! It's a tourist attraction. Thank you McDonald's for your professionalism in management and customer service. (Please put restroom door hooks up for our coat, jacket, diaper bag and/or purse, thanks!)",4 stars
27537,27538,McDonald's,Fast food restaurant,"621 Broadway, Newark, NJ 07104, United States",40.7719101,-74.1614754,"1,565",a year ago,"Very bad service, I don't recommend to go there. 30 minutes waiting for a order and nobody say nothing.",1 star
1039,1040,McDonald's,Fast food restaurant,"1698 US-209, Brodheadsville, PA 18322, United States",40.9220806,-75.3999187,"1,028",3 years ago,"Always enjoy Mcdees.....
Pretty clean bathrooms, as well as their overall interior.",5 stars
20013,20014,McDonald's,Fast food restaurant,"621 Broadway, Newark, NJ 07104, United States",40.7719101,-74.1614754,"1,564",a year ago,Good ,4 stars
30372,30373,McDonald's,Fast food restaurant,"9814 International Dr, Orlando, FL 32819, United States",28.4238144,-81.4612421,"5,468",6 years ago,"For a prime, busy, tourist filled location, the processes and procedures at this McDonalds are absolutely terrible.  Many of the self-ordering machines do not work, when you use a normal line with a cashier, it's like the employees have never even been to a McDonald's before as they don't even know the menu items (I ordered traditional chicken nuggets meal, so it wasn't pasta, or some sandwich that only special locations have).  When you order at a kiosk, you can order things they do not have such as a waffle cone ice cream.  Then you wait 15+ minutes to find out they don't have waffle cones and wait for an employee to make a fresh one, which she doesn't know how to do so you end up paying $4+ for a cup of ice cream.  I did get my money back for the ice cream because I couldn't believe it took that long.  Don't bother going here; it's not worth it, unless you want to feel like you're waiting at Disney at a subpar place.",1 star
32145,32146,McDonald's,Fast food restaurant,"632 S R L Thornton Freeway Service Rd, Dallas, TX 75203, United States",32.7445961,-96.8122859,"2,658",5 years ago,Yuck,1 star
32168,32169,McDonald's,Fast food restaurant,"632 S R L Thornton Freeway Service Rd, Dallas, TX 75203, United States",32.7445961,-96.8122859,"2,658",5 years ago,"Okay
Okay",3 stars
32358,32359,McDonald's,Fast food restaurant,"3501 Biscayne Blvd, Miami, FL 33137, United States",25.8099996,-80.1890981,"2,810",8 months ago,"Not 24 hours, more so when I feel like working especially late night. They sit inside and let a line build up and don't respond to multiple hellos. I don't get it. Customer service does not exist",1 star
8761,8762,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,"3,243",4 years ago,What a joke I went to this McDonaldï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½s I work at Gateway got some chicken nuggets asked for an extra  sweet-and-sour sauce on top of the two that they usually give you was very nice to the lady didnï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½t say youï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½re welcome when I said thank you and did not put my sauce in the bag no I donï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,1 star
23563,23564,McDonald's,Fast food restaurant,"1415 E State Rd, Fern Park, FL 32730, United States",28.6553497,-81.3426916,"1,617",3 months ago,Attention owner: do you even care??? Worst drive-through in all of Florida. S L O W!! Fire everyone including your manager you got the 3 stooges working in there! It is NEVER okay to sit in a drive thru for 20 minutes. Get it together or close your doors!,1 star
2736,2737,McDonald's,Fast food restaurant,"72-69 Kissena Blvd, Queens, NY 11367, United States",40.7274006,-73.8124604,"2,193",a year ago,Ice coffee ï¿½,5 stars
2718,2719,McDonald's,Fast food restaurant,"72-69 Kissena Blvd, Queens, NY 11367, United States",40.7274006,-73.8124604,"2,193",4 years ago,Eh it's McDonald's lol,3 stars
901,902,McDonald's,Fast food restaurant,"1698 US-209, Brodheadsville, PA 18322, United States",40.9220806,-75.3999187,"1,028",3 years ago,"By far the worst of the franchise. This location does not sell McDonald's recipes or guidelines. 2 times i made a u-turn for over salted fries that can't be eaten for the amount of salt put on them. The burgers are not built to McD recipes they appear slopped together and backwards. To top it off the packing is without care. They mix multiple orders in different bags where another petson has to dig food out of another bagto putmy meal together. This is serious ignorance, laziness and incompetence management to say the least! Need more prople to contact corporate about this location...",1 star
16717,16718,McDonald's,Fast food restaurant,"10901 Riverside Dr, North Hollywood, CA 91602, United States",34.1525074,-118.3679036,"1,795",4 years ago,"Doesnt matter where you go, always tastes awful",1 star
31708,31709,McDonald's,Fast food restaurant,"632 S R L Thornton Freeway Service Rd, Dallas, TX 75203, United States",32.7445961,-96.8122859,"2,658",4 years ago,Place is slow and I find McDonalds breakfast expensive for the quality.,3 stars
9190,9191,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,"3,243",4 years ago,I recommend this McDonald's in salt lake City.they allow us to charge our phone.and warm up.,5 stars
12661,12662,McDonald's,Fast food restaurant,"501 W Imperial Hwy, Los Angeles, CA 90044, United States",33.9312613,-118.2829548,"2,722",3 years ago,This is the most slowest McDonald's ever and how do you advertise eating around the world or whatever it's called and have a ice cream that looks very good but can't try it cause the ice cream machine is forever broken just false advertising and poor time management,1 star
9598,9599,McDonald's,Fast food restaurant,"1916 M St NW, Washington, DC 20036, United States",38.9054561,-77.0442355,"1,269",5 years ago,Thw employees make mistakes and unfriwnsly,1 star
13142,13143,McDonald's,Fast food restaurant,"1540 2nd St, Santa Monica, CA 90405, United States",34.0122192,-118.4945396,"3,380",3 years ago,"I ate there during a week while I stayed at Santa Monica, the service was really fast, even when the place was crowded.

The computer ordering system is really effective, they have 8 modules and they help a lot for taking orders faster.",5 stars
19814,19815,McDonald's,Fast food restaurant,"621 Broadway, Newark, NJ 07104, United States",40.7719101,-74.1614754,"1,564",4 years ago,This place is a mess there is always someone arguing,3 stars
5661,5662,McDonald's,Fast food restaurant,"5920 Balboa Ave, San Diego, CA 92111, United States",32.8206541,-117.1780115,550,2 years ago,Excellent ,5 stars
30267,30268,McDonald's,Fast food restaurant,"9814 International Dr, Orlando, FL 32819, United States",28.4238144,-81.4612421,"5,468",3 years ago,We went for breakfast before going to Aquatica. The service was fast and good. Everyone was nice and helpful and our food came out fast and hot. Everything you want when you come here!,5 stars
3430,3431,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",a year ago,Horrible service.,1 star
10594,10595,McDonald's,Fast food restaurant,"690 Alameda St, Los Angeles, CA 90021, United States",34.0352699,-118.2382063,"2,614",3 years ago,"The employees very friendly,n a clean place",4 stars
18960,18961,McDonald's,Fast food restaurant,"1100 N US Hwy 377, Roanoke, TX 76262, United States",33.0093179,-97.2229254,998,2 years ago,disapointed ,1 star
32557,32558,McDonald's,Fast food restaurant,"3501 Biscayne Blvd, Miami, FL 33137, United States",25.8099996,-80.1890981,"2,810",5 years ago,Slowest service ever. Dirty store. 12 employees working with lack of customer service skills. Big roach walking around lobby area. This was at 11pm . So sad,1 star
22802,22803,McDonald's,Fast food restaurant,"5725 W Irlo Bronson Memorial Hwy, Kissimmee, FL 34746, United States",28.3335081,-81.5137384,"5,566",3 weeks ago,"Absolutely disgusting, please tare this place down and build a Wendyï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½s with new  employees. I wasted my money. I urge you not to waste your money and",1 star
9112,9113,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,"3,243",3 years ago,gross food and service from manager . the only good thing is the guy who was cleaning the lobby  and the cashier.,1 star
7513,7514,McDonald's,Fast food restaurant,"550 Lawrence Expy, Sunnyvale, CA 94086, United States",37.3854949,-121.9954211,"1,562",4 years ago,I like breakfast here,5 stars
1763,1764,McDonald's,Fast food restaurant,"1698 US-209, Brodheadsville, PA 18322, United States",40.9220806,-75.3999187,"1,028",10 months ago,Good ,4 stars
13438,13439,McDonald's,Fast food restaurant,"1540 2nd St, Santa Monica, CA 90405, United States",34.0122192,-118.4945396,"3,380",5 years ago,Cold fries. Property full of bums. One even got aggressive toward me and asked for my French fries.,2 stars
15678,15679,McDonald's,Fast food restaurant,"8500 US-290, Austin, TX 78724, United States",30.3291349,-97.6606295,"1,406",5 years ago,Stopped in at the spare  of the moment to get 4 dozen chocolate chip cookies  and they were fresh and fast with my order! Thanks!,4 stars
18394,18395,McDonald's,Fast food restaurant,"1100 N US Hwy 377, Roanoke, TX 76262, United States",33.0093179,-97.2229254,998,a year ago,Fry's weren't cooked all the way.,4 stars
33263,33264,McDonald's,Fast food restaurant,"3501 Biscayne Blvd, Miami, FL 33137, United States",25.8099996,-80.1890981,"2,810",5 years ago,"As an uber driver and delivery person today 29 10 2017 I received a delivery from that place for a client. I stay . At zero battery, but I take a current charger that I had in the car. I went to McDonald's I asked them to let me connect in the corridor to complete my order and they told me no. It couldn't end, I lost time and money, and I'm sorry for the customer and my uber company.",1 star
2343,2344,McDonald's,Fast food restaurant,"72-69 Kissena Blvd, Queens, NY 11367, United States",40.7274006,-73.8124604,"2,193",4 years ago,My order was wrong bathroom was dirty tables want clean,2 stars
10283,10284,McDonald's,Fast food restaurant,"690 Alameda St, Los Angeles, CA 90021, United States",34.0352699,-118.2382063,"2,614",a year ago,The slowest drive true that ever been. I was in line for about 20 and they were only 4 cars ahead of me,2 stars
17248,17249,McDonald's,Fast food restaurant,"702-2 Haddonfield-Berlin Rd, Voorhees Township, NJ 08043, United States",39.8520594,-74.9810994,933,9 months ago,"The absolute worst McDonald's I've ever dealt with. The most incompetent management I've ever experienced.
First 2 out of my last 3 breakfast orders were wrong. But didn't realize until I got to work. I cannot leave my job to go back.
Then today I got a steak, egg, and cheese bagel. Which was right with the exception of 2 long black hairs in it.
I stopped back on my way home and asked for a manager.
The first manager only asked for a receipt. She then left and got another manager. She was a heavy set black woman. She was the most ignorant, vile person that I've ever dealt with. Not even an apology. Her response was to bring it back? 5 hours later? When I said that was ridiculous, she closed the window and walked away. I asked for a corporate phone number and she refused.
I called and I can only assume it was the same ignorant woman because she put the phone down and left it off the hook.
I called again for the phone number and she said its on my receipt and hung up.
She is clearly incompetent and doesn't deserve her jib.
Funny thing is I didn't ask for anything free! An I'm sorry may have been enough.
But nothing even close. I would never recommend this dump of a McDonald's nor the clearly racist manager.
I will stop at nothing now to make sure she can't treat anyone like this again",1 star
27403,27404,McDonald's,Fast food restaurant,"1100 N US Hwy 377, Roanoke, TX 76262, United States",33.0093179,-97.2229254,999,5 years ago,"Actually an especially above average location.  Service and food are what should be expected.  Clean.  Restroom has hands free door opener.  Kids Play Place is especially nice.  Has modern play equipment, toddler area and interactive life size video game station.",5 stars
15212,15213,McDonald's,Fast food restaurant,"111 Madison St, Oak Park, IL 60302, United States",41.8796564,-87.7779131,"1,454",5 years ago,Hot and  fast,5 stars
10393,10394,McDonald's,Fast food restaurant,"690 Alameda St, Los Angeles, CA 90021, United States",34.0352699,-118.2382063,"2,614",6 years ago,Horrible customer service I had to wait more than 40minutes to get my food because the manager is arguing with the customer in front of me and then he threw a couple water at her and she threw one back and this is not the only time I had to wait for my food the only reason why I come to this mc Donald's is because it's near my job and there's always too many homeless people ordering at the window  ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,1 star
12163,12164,McDonald's,Fast food restaurant,"1044 US-11, Champlain, NY 12919, United States",44.9814099,-73.4598199,"1,306",2 years ago,Delivery was faster. They dont start munch till 11,2 stars
10123,10124,McDonald's,Fast food restaurant,"690 Alameda St, Los Angeles, CA 90021, United States",34.0352699,-118.2382063,"2,614",5 months ago,"I said it was an order, went to the window to pick up the food, and asked me to drive again and queue up.
never come here again",1 star
22368,22369,McDonald's,Fast food restaurant,2476 Kalï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,,,"2,175",2 years ago,The line was quick and dine in was open. You have to wait to be seated so they can clean the tables because of COVID.,5 stars
33370,33371,McDonald's,Fast food restaurant,"3501 Biscayne Blvd, Miami, FL 33137, United States",25.8099996,-80.1890981,"2,810",2 years ago,The service was good and fast,5 stars
3274,3275,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",3 years ago,The upstairs part was unsupervised and people sleeping..homeless and non homeless alike..,1 star
9757,9758,McDonald's,Fast food restaurant,"1916 M St NW, Washington, DC 20036, United States",38.9054561,-77.0442355,"1,269",4 years ago,McDonalds,4 stars
27097,27098,McDonald's,Fast food restaurant,"10901 Riverside Dr, North Hollywood, CA 91602, United States",34.1525074,-118.3679036,"1,794",4 years ago,Drive thru too slow,1 star
9548,9549,McDonald's,Fast food restaurant,"1916 M St NW, Washington, DC 20036, United States",38.9054561,-77.0442355,"1,269",4 years ago,The don't change there grease and the bread taste like plastic,1 star
16149,16150,McDonald's,Fast food restaurant,"8500 US-290, Austin, TX 78724, United States",30.3291349,-97.6606295,"1,406",a year ago,Excellent ,5 stars
18882,18883,McDonald's,Fast food restaurant,"1100 N US Hwy 377, Roanoke, TX 76262, United States",33.0093179,-97.2229254,998,5 years ago,Good ,4 stars
12251,12252,McDonald's,Fast food restaurant,"1044 US-11, Champlain, NY 12919, United States",44.9814099,-73.4598199,"1,306",5 years ago,"Bad service

And why they closing at 12am on a friday ?????",1 star
27708,27709,McDonald's,Fast food restaurant,"621 Broadway, Newark, NJ 07104, United States",40.7719101,-74.1614754,"1,565",5 years ago,Take to l text too long to the drive thru when certain people are there who speaks English you get the order much faster I probably they have an understanding problem,3 stars
1266,1267,McDonald's,Fast food restaurant,"1698 US-209, Brodheadsville, PA 18322, United States",40.9220806,-75.3999187,"1,028",5 years ago,Great service.,5 stars
1915,1916,McDonald's,Fast food restaurant,"72-69 Kissena Blvd, Queens, NY 11367, United States",40.7274006,-73.8124604,"2,193",3 months ago,"Very fast, clean and good service.",5 stars
7209,7210,McDonald's,Fast food restaurant,"550 Lawrence Expy, Sunnyvale, CA 94086, United States",37.3854949,-121.9954211,"1,562",4 years ago,"Terrible customer service, insane wait times, parking lot is way too cramped for how many people come in.  Drive thru almost always has you park around the corner and wait more.",2 stars
13189,13190,McDonald's,Fast food restaurant,"1540 2nd St, Santa Monica, CA 90405, United States",34.0122192,-118.4945396,"3,380",4 years ago,I go to every McDonalds I can. This one is quick service and good food. But please note that it gets a little crazy at night time. This is a very busy spot next to the pier.,4 stars
2340,2341,McDonald's,Fast food restaurant,"72-69 Kissena Blvd, Queens, NY 11367, United States",40.7274006,-73.8124604,"2,193",4 years ago,"This place is very dirty even the playground where the kids are playing even it was vomit ,,, We couldnï¿½ï¿½ï¿½ï¿½ï¿½ï¿½",1 star
4101,4102,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",4 years ago,Neutral,3 stars
22243,22244,McDonald's,Fast food restaurant,2476 Kalï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,,,"2,175",4 months ago,The million dollar sunset views from the patio are phenomenal!,5 stars
27994,27995,McDonald's,Fast food restaurant,"5725 W Irlo Bronson Memorial Hwy, Kissimmee, FL 34746, United States",28.3335081,-81.5137384,"5,567",4 years ago,"This McDonald's was excellent,  the staff was courteous and professional and although all I ordered was coffee, it was delicious just as I have come to expect from most of the McDonald's I have been to.

It is comforting to be able to expect consistency from a restaurant,  no matter where I go in America,  so far, there is a better than 90% chance that the coffee, for example,  will be the same thing I am use to and desire.",5 stars
24100,24101,McDonald's,Fast food restaurant,"1415 E State Rd, Fern Park, FL 32730, United States",28.6553497,-81.3426916,"1,617",4 years ago,Good food,5 stars
29055,29056,McDonald's,Fast food restaurant,"1415 E State Rd, Fern Park, FL 32730, United States",28.6553497,-81.3426916,"1,618",5 years ago,Good place to eat when u work third shift,5 stars
32342,32343,McDonald's,Fast food restaurant,"3501 Biscayne Blvd, Miami, FL 33137, United States",25.8099996,-80.1890981,"2,810",4 months ago,"Excellent food, great prices, superb value",5 stars
10754,10755,McDonald's,Fast food restaurant,"1650 Washington Ave, Miami Beach, FL 33139, United States",25.7902955,-80.1320774,"4,922",a year ago,Be careful. Rude sketchy employees.They will try to tell you at certain times of nite every order has to be upsized to a large. Food was cold and horrible after a long wait. Then you still will be  GROSSLY OVERCHARGED. Crooks. USE THE APP TO BE CHARGED CORRECTLY.,1 star
17036,17037,McDonald's,Fast food restaurant,"10901 Riverside Dr, North Hollywood, CA 91602, United States",34.1525074,-118.3679036,"1,795",4 years ago,do they serve the food a little cold,3 stars
13867,13868,McDonald's,Fast food restaurant,"6875 Sand Lake Rd, Orlando, FL 32819, United States",28.4503866,-81.4714142,"19,671",2 months ago,"This was, indeed, a large McDonald's.
The entire upstairs is an arcade, and playground, maybe.
It comes with the problems you might expect in the world's largest McDonald's.
Still, it's the WORLD'S largest McDonald's.
The upstairs bathroom was real small, still,
I have been and you haven't!
The Big Breakfast with Hotcakes was excellent.",4 stars
8137,8138,McDonald's,Fast food restaurant,"11382 US-441, Orlando, FL 32837, United States",28.3999863,-81.4051029,"1,861",5 years ago,Very clean playground!  Great for a family outing!,5 stars
22789,22790,McDonald's,Fast food restaurant,2476 Kalï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,,,"2,175",a year ago,Quick efficient friendly service,5 stars
13755,13756,McDonald's,Fast food restaurant,"6875 Sand Lake Rd, Orlando, FL 32819, United States",28.4503866,-81.4714142,"19,671",2 years ago,"By far the best and most amazing McDonald's in the history of the world. It's even hard to imagine it as a McDonald's. Super clean, extremely friendly and helpful staff. A second floor with a massive arcade and crazy-huge kid gym (shut down due to covid hysteria :( ). Loved this place. Bring your kids!",5 stars
24324,24325,McDonald's,Fast food restaurant,"9814 International Dr, Orlando, FL 32819, United States",28.4238144,-81.4612421,"5,466",9 months ago,Too crowded inside and in the drive-thru. Did not get a chance to eat there. Looks nice though.,2 stars
23885,23886,McDonald's,Fast food restaurant,"1415 E State Rd, Fern Park, FL 32730, United States",28.6553497,-81.3426916,"1,617",2 years ago,Put Cheese on my Sauage McMuffin I couldn't put no jelly on there the web tasted nasty,3 stars
32210,32211,McDonald's,Fast food restaurant,"632 S R L Thornton Freeway Service Rd, Dallas, TX 75203, United States",32.7445961,-96.8122859,"2,658",5 years ago,always a line,1 star
8717,8718,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,"3,243",7 years ago,"I don't like cold fries. No one does. When a sign says Customer Parking only, does that exclude customers 10 minutes into the future? I have waited longer than that in this location's drive-through. I had a combo stop to make. Pick up some rum and bring home some dinner for me and the wife. I parked at McDonald's and walked the 65 seconds or so to the liquor store. A purchase and the return voyage took all of five minutes. By the time I had returned, there was a boot on my car. The person responsible for this was in the parking lot and informed me that to be considered a McDonald's customer, I would have had to make my fast-food purchase first, and then been given  30 minutes in the parking lot. It's a cold November evening. Fast food sitting in a car would be cold by the time I had returned, so I did things in what seemed like the logical order. $90 later, I was too disgusted to eat. I went into the store to file a complaint, but was bullied out by the towing staff. This isn't a predatory company per se, but they're in bed with one.",1 star
16955,16956,McDonald's,Fast food restaurant,"10901 Riverside Dr, North Hollywood, CA 91602, United States",34.1525074,-118.3679036,"1,795",6 years ago,What you expect,5 stars
24464,24465,McDonald's,Fast food restaurant,"9814 International Dr, Orlando, FL 32819, United States",28.4238144,-81.4612421,"5,466",3 years ago,The friendliest mcdonalds staff I have ever met! Tasha was the sweetest worker there! The food was good and as isially good price. They had some fancy new machines that had to be 2019 machines I was lost and couldn't get a refill cause it made me anxious and they were busy! But overall good time okay food good people,4 stars
4570,4571,McDonald's,Fast food restaurant,"724 Broadway, New York, NY 10003, United States",40.7291264,-73.9932643,"1,670",a year ago,Quick service,4 stars
3383,3384,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",4 years ago,It's a nice update spot,5 stars
9270,9271,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,"3,243",a year ago,Sometimes the butcher the iced coffee. It's McD's othery,4 stars
19429,19430,McDonald's,Fast food restaurant,"621 Broadway, Newark, NJ 07104, United States",40.7719101,-74.1614754,"1,564",5 years ago,Terrible..  Is always something.. Never got my order the way I want it..,1 star
